category,date,driver_number,flag,lap_number,meeting_key,message,scope,sector,session_key
Flag,2023-02-23 07:00:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,9222
Flag,2023-02-23 07:00:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,9222
Flag,2023-02-23 07:08:43+00:00,,RED,,1140,RED FLAG,Track,,9222
Flag,2023-02-23 07:08:43+00:00,,RED,,1140,RED FLAG,Track,,9222
Other,2023-02-23 07:25:11+00:00,,,,1140,SESSION WILL RESUME AT 10:30,,,9222
Other,2023-02-23 07:25:11+00:00,,,,1140,SESSION WILL RESUME AT 10:30,,,9222
Flag,2023-02-23 07:25:35+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,9222
Flag,2023-02-23 07:25:35+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,9222
Drs,2023-02-23 07:25:39+00:00,,,,1140,DRS ENABLED,,,9222
Drs,2023-02-23 07:25:39+00:00,,,,1140,DRS ENABLED,,,9222
Flag,2023-02-23 07:30:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,9222
Flag,2023-02-23 07:30:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,9222
Flag,2023-02-23 11:00:38+00:00,,DOUBLE YELLOW,,1140,DOUBLE YELLOW IN TRACK SECTOR 11,Sector,11,9222
Flag,2023-02-23 11:00:38+00:00,,DOUBLE YELLOW,,1140,DOUBLE YELLOW IN TRACK SECTOR 11,Sector,11,9222
Flag,2023-02-23 11:00:47+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 10,Sector,10,9222
Flag,2023-02-23 11:00:47+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 10,Sector,10,9222
SafetyCar,2023-02-23 11:01:21+00:00,,,,1140,VIRTUAL SAFETY CAR DEPLOYED,,,9222
SafetyCar,2023-02-23 11:01:21+00:00,,,,1140,VIRTUAL SAFETY CAR DEPLOYED,,,9222
Flag,2023-02-23 11:05:02+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 10,Sector,10,9222
Flag,2023-02-23 11:05:02+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 10,Sector,10,9222
Flag,2023-02-23 11:05:04+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 11,Sector,11,9222
Flag,2023-02-23 11:05:04+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 11,Sector,11,9222
SafetyCar,2023-02-23 11:05:14+00:00,,,,1140,VIRTUAL SAFETY CAR ENDING,,,9222
SafetyCar,2023-02-23 11:05:14+00:00,,,,1140,VIRTUAL SAFETY CAR ENDING,,,9222
Flag,2023-02-23 11:05:29+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,9222
Flag,2023-02-23 11:05:29+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,9222
Drs,2023-02-23 11:05:31+00:00,,,,1140,DRS ENABLED,,,9222
Drs,2023-02-23 11:05:31+00:00,,,,1140,DRS ENABLED,,,9222
Flag,2023-02-23 11:15:00+00:00,,CHEQUERED,,1140,CHEQUERED FLAG,Track,,9222
Flag,2023-02-23 11:15:00+00:00,,CHEQUERED,,1140,CHEQUERED FLAG,Track,,9222
Other,2023-02-23 11:15:11+00:00,,,,1140,AIR TEMPERATURE 1 HOUR BEFORE THE SESSION = 30.4 DEGREES,,,9222
Other,2023-02-23 11:15:11+00:00,,,,1140,AIR TEMPERATURE 1 HOUR BEFORE THE SESSION = 30.4 DEGREES,,,9222
Flag,2023-02-23 11:24:49+00:00,,DOUBLE YELLOW,,1140,DOUBLE YELLOW IN TRACK SECTOR 16,Sector,16,9222
Flag,2023-02-23 11:24:49+00:00,,DOUBLE YELLOW,,1140,DOUBLE YELLOW IN TRACK SECTOR 16,Sector,16,9222
Flag,2023-02-23 11:24:51+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 15,Sector,15,9222
Flag,2023-02-23 11:24:51+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 15,Sector,15,9222
Other,2023-02-23 11:24:56+00:00,,,,1140,TRACK SURFACE SLIPPERY IN TRACK SECTOR 5,,,9222
Other,2023-02-23 11:24:56+00:00,,,,1140,TRACK SURFACE SLIPPERY IN TRACK SECTOR 5,,,9222
Flag,2023-02-23 11:25:36+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 16,Sector,16,9222
Flag,2023-02-23 11:25:36+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 16,Sector,16,9222
Flag,2023-02-23 11:25:38+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 15,Sector,15,9222
Flag,2023-02-23 11:25:38+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 15,Sector,15,9222
Other,2023-02-23 11:25:56+00:00,,,,1140,CAR 243 TIME 0:00.000 DELETED - DOUBLE YELLOW,,,9222
Other,2023-02-23 11:25:56+00:00,,,,1140,CAR 243 TIME 0:00.000 DELETED - DOUBLE YELLOW,,,9222
Other,2023-02-23 11:26:05+00:00,,,,1140,RECOVERY VEHICLE ON TRACK AT TURN 13,,,9222
Other,2023-02-23 11:26:05+00:00,,,,1140,RECOVERY VEHICLE ON TRACK AT TURN 13,,,9222
Flag,2023-02-23 11:27:18+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 5,Sector,5,9222
Flag,2023-02-23 11:27:18+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 5,Sector,5,9222
SafetyCar,2023-02-23 11:27:20+00:00,,,,1140,VIRTUAL SAFETY CAR DEPLOYED,,,9222
SafetyCar,2023-02-23 11:27:20+00:00,,,,1140,VIRTUAL SAFETY CAR DEPLOYED,,,9222
SafetyCar,2023-02-23 11:27:57+00:00,,,,1140,VIRTUAL SAFETY CAR ENDING,,,9222
SafetyCar,2023-02-23 11:27:57+00:00,,,,1140,VIRTUAL SAFETY CAR ENDING,,,9222
Flag,2023-02-23 11:28:08+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,9222
Flag,2023-02-23 11:28:08+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,9222
Drs,2023-02-23 11:28:41+00:00,,,,1140,DRS ENABLED,,,9222
Drs,2023-02-23 11:28:41+00:00,,,,1140,DRS ENABLED,,,9222
Other,2023-02-23 11:28:43+00:00,,,,1140,LOW GRIP CONDITIONS,,,9222
Other,2023-02-23 11:28:43+00:00,,,,1140,LOW GRIP CONDITIONS,,,9222
Other,2023-02-23 11:29:09+00:00,,,,1140,PIT LANE ENTRY CLOSED,,,9222
Other,2023-02-23 11:29:09+00:00,,,,1140,PIT LANE ENTRY CLOSED,,,9222
Other,2023-02-23 11:29:41+00:00,,,,1140,BLACK AND WHITE FLAG FOR CAR 246 - TRACK LIMITS,,,9222
Other,2023-02-23 11:29:41+00:00,,,,1140,BLACK AND WHITE FLAG FOR CAR 246 - TRACK LIMITS,,,9222
Flag,2023-02-23 11:30:12+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 7,Sector,7,9222
Flag,2023-02-23 11:30:12+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 7,Sector,7,9222
Flag,2023-02-23 11:30:15+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 6,Sector,6,9222
Flag,2023-02-23 11:30:15+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 6,Sector,6,9222
Flag,2023-02-23 11:30:24+00:00,,DOUBLE YELLOW,,1140,DOUBLE YELLOW IN TRACK SECTOR 17,Sector,17,9222
Flag,2023-02-23 11:30:24+00:00,,DOUBLE YELLOW,,1140,DOUBLE YELLOW IN TRACK SECTOR 17,Sector,17,9222
Flag,2023-02-23 11:30:27+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 16,Sector,16,9222
Flag,2023-02-23 11:30:27+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 16,Sector,16,9222
Flag,2023-02-23 11:31:26+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 16,Sector,16,9222
Flag,2023-02-23 11:31:26+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 16,Sector,16,9222
Flag,2023-02-23 11:31:28+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 17,Sector,17,9222
Flag,2023-02-23 11:31:28+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 17,Sector,17,9222
Other,2023-02-23 11:31:40+00:00,,,,1140,PIT LANE ENTRY OPEN,,,9222
Other,2023-02-23 11:31:40+00:00,,,,1140,PIT LANE ENTRY OPEN,,,9222
Flag,2023-02-23 11:32:52+00:00,43,BLUE,,1140,WAVED BLUE FLAG FOR CAR 43 TIMED AT 14:32:51,Driver,,9222
Flag,2023-02-23 11:32:52+00:00,43,BLUE,,1140,WAVED BLUE FLAG FOR CAR 43 TIMED AT 14:32:51,Driver,,9222
Flag,2023-02-23 11:34:33+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 6,Sector,6,9222
Flag,2023-02-23 11:34:33+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 6,Sector,6,9222
Flag,2023-02-23 11:34:35+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 7,Sector,7,9222
Flag,2023-02-23 11:34:35+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 7,Sector,7,9222
Other,2023-02-23 11:34:49+00:00,,,,1140,BLACK AND WHITE FLAG FOR CAR 243 - UNSAFE RELEASE,,,9222
Other,2023-02-23 11:34:49+00:00,,,,1140,BLACK AND WHITE FLAG FOR CAR 243 - UNSAFE RELEASE,,,9222
Other,2023-02-23 11:35:08+00:00,,,,1140,BLACK AND ORANGE FLAG FOR CAR 246,,,9222
Other,2023-02-23 11:35:08+00:00,,,,1140,BLACK AND ORANGE FLAG FOR CAR 246,,,9222
SafetyCar,2023-02-23 11:35:10+00:00,,,,1140,SAFETY CAR DEPLOYED,,,9222
SafetyCar,2023-02-23 11:35:10+00:00,,,,1140,SAFETY CAR DEPLOYED,,,9222
SafetyCar,2023-02-23 11:35:50+00:00,,,,1140,SAFETY CAR IN THIS LAP,,,9222
SafetyCar,2023-02-23 11:35:50+00:00,,,,1140,SAFETY CAR IN THIS LAP,,,9222
Other,2023-02-23 11:36:17+00:00,,,,1140,TURN 1 INCIDENT INVOLVING CARS 243 AND 246 NOTED - CAUSING A COLLISION,,,9222
Other,2023-02-23 11:36:17+00:00,,,,1140,TURN 1 INCIDENT INVOLVING CARS 243 AND 246 NOTED - CAUSING A COLLISION,,,9222
Other,2023-02-23 11:36:24+00:00,,,,1140,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 243 AND 246 UNDER INVESTIGATION - CAUSING A COLLISION,,,9222
Other,2023-02-23 11:36:24+00:00,,,,1140,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 243 AND 246 UNDER INVESTIGATION - CAUSING A COLLISION,,,9222
Flag,2023-02-23 11:36:53+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,9222
Flag,2023-02-23 11:36:53+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,9222
Other,2023-02-23 11:37:06+00:00,,,,1140,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 243 - CAUSING A COLLISION,,,9222
Other,2023-02-23 11:37:06+00:00,,,,1140,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 243 - CAUSING A COLLISION,,,9222
Other,2023-02-23 11:38:36+00:00,,,,1140,TURN 9 INCIDENT INVOLVING CARS 243 AND 246 NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS,,,9222
Other,2023-02-23 11:38:36+00:00,,,,1140,TURN 9 INCIDENT INVOLVING CARS 243 AND 246 NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS,,,9222
Other,2023-02-23 11:38:42+00:00,,,,1140,FIA STEWARDS: TURN 9 INCIDENT INVOLVING CARS 243 (SC3) AND 246 (MC1) REVIEWED NO FURTHER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS,,,9222
Other,2023-02-23 11:38:42+00:00,,,,1140,FIA STEWARDS: TURN 9 INCIDENT INVOLVING CARS 243 (SC3) AND 246 (MC1) REVIEWED NO FURTHER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS,,,9222
Other,2023-02-23 11:40:18+00:00,,,,1140,LOW GRIP CONDITIONS,,,9222
Other,2023-02-23 11:40:18+00:00,,,,1140,LOW GRIP CONDITIONS,,,9222
Drs,2023-02-23 11:40:53+00:00,,,,1140,DRS ENABLED,,,9222
Drs,2023-02-23 11:40:53+00:00,,,,1140,DRS ENABLED,,,9222
Other,2023-02-23 11:42:40+00:00,,,,1140,CAR 243 TIME DELETED - TRACK LIMITS AT TURN 5,,,9222
Other,2023-02-23 11:42:40+00:00,,,,1140,CAR 243 TIME DELETED - TRACK LIMITS AT TURN 5,,,9222
Flag,2023-02-23 11:42:46+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 12,Sector,12,9222
Flag,2023-02-23 11:42:46+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 12,Sector,12,9222
Other,2023-02-23 11:42:47+00:00,,,,1140,DRS DISABLED IN ZONE 2,,,9222
Other,2023-02-23 11:42:47+00:00,,,,1140,DRS DISABLED IN ZONE 2,,,9222
Flag,2023-02-23 11:42:51+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 3,Sector,3,9222
Flag,2023-02-23 11:42:51+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 3,Sector,3,9222
Other,2023-02-23 11:42:52+00:00,,,,1140,DRS DISABLED IN ZONE 1,,,9222
Other,2023-02-23 11:42:52+00:00,,,,1140,DRS DISABLED IN ZONE 1,,,9222
Flag,2023-02-23 11:42:57+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 6,Sector,6,9222
Flag,2023-02-23 11:42:57+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 6,Sector,6,9222
Other,2023-02-23 11:43:47+00:00,,,,1140,NORMAL GRIP CONDITIONS,,,9222
Other,2023-02-23 11:43:47+00:00,,,,1140,NORMAL GRIP CONDITIONS,,,9222
Other,2023-02-23 11:44:15+00:00,,,,1140,BLACK AND WHITE FLAG FOR CAR 246 - TRACK LIMITS,,,9222
Other,2023-02-23 11:44:15+00:00,,,,1140,BLACK AND WHITE FLAG FOR CAR 246 - TRACK LIMITS,,,9222
Other,2023-02-23 11:44:27+00:00,,,,1140,BLACK AND ORANGE FLAG FOR CAR 246,,,9222
Other,2023-02-23 11:44:27+00:00,,,,1140,BLACK AND ORANGE FLAG FOR CAR 246,,,9222
Other,2023-02-23 11:46:38+00:00,,,,1140,DRS ENABLED IN ZONE 1,,,9222
Flag,2023-02-23 11:46:38+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 3,Sector,3,9222
Flag,2023-02-23 11:46:38+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 3,Sector,3,9222
Other,2023-02-23 11:46:38+00:00,,,,1140,DRS ENABLED IN ZONE 1,,,9222
Flag,2023-02-23 11:46:40+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 6,Sector,6,9222
Flag,2023-02-23 11:46:40+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 6,Sector,6,9222
Other,2023-02-23 11:47:23+00:00,,,,1140,DRS ENABLED IN ZONE 2,,,9222
Other,2023-02-23 11:47:23+00:00,,,,1140,DRS ENABLED IN ZONE 2,,,9222
Flag,2023-02-23 11:47:23+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 12,Sector,12,9222
Flag,2023-02-23 11:47:23+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 12,Sector,12,9222
Other,2023-02-23 11:48:07+00:00,,,,1140,BLACK AND WHITE FLAG FOR CAR 247 - TRACK LIMITS,,,9222
Other,2023-02-23 11:48:07+00:00,,,,1140,BLACK AND WHITE FLAG FOR CAR 247 - TRACK LIMITS,,,9222
Flag,2023-02-23 11:48:20+00:00,42,BLUE,,1140,WAVED BLUE FLAG FOR CAR 42 TIMED AT 14:48:20,Driver,,9222
Flag,2023-02-23 11:48:20+00:00,42,BLUE,,1140,WAVED BLUE FLAG FOR CAR 42 TIMED AT 14:48:20,Driver,,9222
Other,2023-02-23 11:55:37+00:00,,,,1140,TRACK TEST COMPLETED,,,9222
Other,2023-02-23 11:55:37+00:00,,,,1140,TRACK TEST COMPLETED,,,9222
Other,2023-02-23 12:00:37+00:00,,,,1140,RISK OF RAIN FOR THIS SESSION IS 0%,,,9222
Other,2023-02-23 12:00:37+00:00,,,,1140,RISK OF RAIN FOR THIS SESSION IS 0%,,,9222
Flag,2023-02-23 12:15:06+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,9222
Flag,2023-02-23 16:15:05+00:00,,DOUBLE YELLOW,,1140,DOUBLE YELLOW IN TRACK SECTOR 11,Sector,11,9222
Other,2023-02-23 16:15:06+00:00,,,,1140,DRS DISABLED IN ZONE 2,,,9222
Flag,2023-02-23 16:15:08+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 10,Sector,10,9222
SafetyCar,2023-02-23 16:16:16+00:00,,,,1140,VIRTUAL SAFETY CAR DEPLOYED,,,9222
Flag,2023-02-23 16:20:54+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 10,Sector,10,9222
Flag,2023-02-23 16:20:57+00:00,,CLEAR,,1140,CLEAR IN TRACK SECTOR 11,Sector,11,9222
SafetyCar,2023-02-23 16:21:13+00:00,,,,1140,VIRTUAL SAFETY CAR ENDING,,,9222
Flag,2023-02-23 16:21:28+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,9222
Drs,2023-02-23 16:21:30+00:00,,,,1140,DRS ENABLED,,,9222
Flag,2023-02-23 16:30:22+00:00,,CHEQUERED,,1140,CHEQUERED FLAG,Track,,9222
Other,2023-02-24 06:45:11+00:00,,,,1140,RISK OF RAIN FOR THIS SESSION IS 0%,,,7763
Drs,2023-02-24 06:57:05+00:00,,,,1140,DRS ENABLED,,,7763
Flag,2023-02-24 07:00:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7763
Flag,2023-02-24 11:00:03+00:00,,DOUBLE YELLOW,,1140,DOUBLE YELLOW IN TRACK SECTOR 6,Sector,6,7763
Flag,2023-02-24 11:00:06+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 5,Sector,5,7763
SafetyCar,2023-02-24 11:00:28+00:00,,,,1140,VIRTUAL SAFETY CAR DEPLOYED,,,7763
Flag,2023-02-24 11:03:10+00:00,,RED,,1140,RED FLAG,Track,,7763
Flag,2023-02-24 11:05:16+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,7763
Flag,2023-02-24 11:07:13+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7763
Other,2023-02-24 11:07:34+00:00,,,,1140,STANDING START PROCEDURE,,,7763
Other,2023-02-24 11:09:56+00:00,,,,1140,START ABORTED - EXTRA FORMATION LAP,,,7763
Other,2023-02-24 11:10:46+00:00,,,,1140,STANDING START PROCEDURE,,,7763
Flag,2023-02-24 11:13:32+00:00,,RED,,1140,RED FLAG,Track,,7763
Other,2023-02-24 11:15:09+00:00,,,,1140,AIR TEMPERATURE 1 HOUR BEFORE THE SESSION = 31.1 DEGREES,,,7763
Flag,2023-02-24 11:17:19+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,7763
Other,2023-02-24 12:00:35+00:00,,,,1140,RISK OF RAIN FOR THIS SESSION IS 0%,,,7763
Drs,2023-02-24 12:14:08+00:00,,,,1140,DRS ENABLED,,,7763
Drs,2023-02-24 12:14:08+00:00,,,,1140,DRS ENABLED,,,7763
Flag,2023-02-24 12:15:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7763
Flag,2023-02-24 12:15:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7763
Flag,2023-02-24 14:53:25+00:00,,RED,,1140,RED FLAG,Track,,7763
Flag,2023-02-24 14:53:25+00:00,,RED,,1140,RED FLAG,Track,,7763
Other,2023-02-24 15:12:47+00:00,,,,1140,SESSION WILL RESUME AT 18:14,,,7763
Other,2023-02-24 15:12:47+00:00,,,,1140,SESSION WILL RESUME AT 18:14,,,7763
Flag,2023-02-24 15:12:55+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,7763
Flag,2023-02-24 15:12:55+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,7763
Flag,2023-02-24 15:14:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7763
Flag,2023-02-24 15:14:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7763
Drs,2023-02-24 15:16:11+00:00,,,,1140,DRS ENABLED,,,7763
Drs,2023-02-24 15:16:11+00:00,,,,1140,DRS ENABLED,,,7763
Flag,2023-02-24 16:15:12+00:00,,DOUBLE YELLOW,,1140,DOUBLE YELLOW IN TRACK SECTOR 12,Sector,12,7763
Flag,2023-02-24 16:15:12+00:00,,DOUBLE YELLOW,,1140,DOUBLE YELLOW IN TRACK SECTOR 12,Sector,12,7763
Other,2023-02-24 16:15:13+00:00,,,,1140,DRS DISABLED IN ZONE 2,,,7763
Other,2023-02-24 16:15:13+00:00,,,,1140,DRS DISABLED IN ZONE 2,,,7763
Flag,2023-02-24 16:15:14+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 11,Sector,11,7763
Flag,2023-02-24 16:15:14+00:00,,YELLOW,,1140,YELLOW IN TRACK SECTOR 11,Sector,11,7763
SafetyCar,2023-02-24 16:15:41+00:00,,,,1140,VIRTUAL SAFETY CAR DEPLOYED,,,7763
SafetyCar,2023-02-24 16:15:41+00:00,,,,1140,VIRTUAL SAFETY CAR DEPLOYED,,,7763
Flag,2023-02-24 16:18:21+00:00,,RED,,1140,RED FLAG,Track,,7763
Flag,2023-02-24 16:18:21+00:00,,RED,,1140,RED FLAG,Track,,7763
Other,2023-02-24 16:19:47+00:00,,,,1140,FORMATION LAP AT 19:21,,,7763
Other,2023-02-24 16:19:47+00:00,,,,1140,FORMATION LAP AT 19:21,,,7763
Flag,2023-02-24 16:19:53+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,7763
Flag,2023-02-24 16:19:53+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,7763
Flag,2023-02-24 16:21:06+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7763
Flag,2023-02-24 16:21:06+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7763
Other,2023-02-24 16:21:50+00:00,,,,1140,STANDING START PROCEDURE,,,7763
Other,2023-02-24 16:21:50+00:00,,,,1140,STANDING START PROCEDURE,,,7763
Other,2023-02-24 16:24:23+00:00,,,,1140,START ABORTED - EXTRA FORMATION LAP,,,7763
Other,2023-02-24 16:24:23+00:00,,,,1140,START ABORTED - EXTRA FORMATION LAP,,,7763
Other,2023-02-24 16:25:00+00:00,,,,1140,STANDING START PROCEDURE,,,7763
Other,2023-02-24 16:25:00+00:00,,,,1140,STANDING START PROCEDURE,,,7763
Flag,2023-02-24 16:27:51+00:00,,RED,,1140,RED FLAG,Track,,7763
Flag,2023-02-24 16:27:51+00:00,,RED,,1140,RED FLAG,Track,,7763
Flag,2023-02-24 16:29:59+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,7763
Flag,2023-02-24 16:29:59+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,7763
Other,2023-02-25 06:00:22+00:00,,,,1140,AIR TEMPERATURE 1 HOUR BEFORE THE SESSION = 22.6 DEGREES,,,7764
Other,2023-02-25 06:45:22+00:00,,,,1140,RISK OF RAIN FOR THIS SESSION IS 0%,,,7764
Drs,2023-02-25 06:57:50+00:00,,,,1140,DRS ENABLED,,,7764
Flag,2023-02-25 07:00:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7764
Flag,2023-02-25 07:07:11+00:00,,RED,,1140,RED FLAG,Track,,7764
Other,2023-02-25 07:09:05+00:00,,,,1140,SESSION WILL RESUME AT 10:10,,,7764
Flag,2023-02-25 07:09:09+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,7764
Flag,2023-02-25 07:10:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7764
Drs,2023-02-25 07:18:58+00:00,,,,1140,DRS ENABLED,,,7764
Other,2023-02-25 08:43:46+00:00,,,,1140,START OF BLUE FLAG TEST ,,,7764
Flag,2023-02-25 08:43:53+00:00,11,BLUE,,1140,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 11:43:52,Driver,,7764
Other,2023-02-25 08:44:39+00:00,,,,1140,END OF BLUE FLAG TEST ,,,7764
Other,2023-02-25 08:50:39+00:00,,,,1140,START OF BLUE FLAG TEST ,,,7764
Flag,2023-02-25 08:51:23+00:00,77,BLUE,,1140,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 11:51:22,Driver,,7764
Other,2023-02-25 08:51:50+00:00,,,,1140,END OF BLUE FLAG TEST,,,7764
Other,2023-02-25 08:54:30+00:00,,,,1140,LOW GRIP CONDITIONS,,,7764
Other,2023-02-25 09:00:34+00:00,,,,1140,NORMAL GRIP CONDITIONS,,,7764
Flag,2023-02-25 09:55:24+00:00,,RED,,1140,RED FLAG,Track,,7764
Other,2023-02-25 10:07:03+00:00,,,,1140,SESSION WILL RESUME AT 13:08,,,7764
Flag,2023-02-25 10:07:24+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,7764
Drs,2023-02-25 10:07:34+00:00,,,,1140,DRS ENABLED,,,7764
Flag,2023-02-25 10:08:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7764
Drs,2023-02-25 11:00:02+00:00,,,,1140,DRS DISABLED,,,7764
Drs,2023-02-25 11:01:02+00:00,,,,1140,DRS ENABLED,,,7764
SafetyCar,2023-02-25 11:01:04+00:00,,,,1140,VIRTUAL SAFETY CAR DEPLOYED,,,7764
SafetyCar,2023-02-25 11:03:27+00:00,,,,1140,SAFETY CAR DEPLOYED,,,7764
Flag,2023-02-25 11:04:13+00:00,,RED,,1140,RED FLAG,Track,,7764
Flag,2023-02-25 11:06:19+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,7764
Other,2023-02-25 11:06:33+00:00,,,,1140,FORMATION LAP AT 14:08,,,7764
Flag,2023-02-25 11:08:06+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7764
Other,2023-02-25 11:08:43+00:00,,,,1140,SAFETY CAR WILL ENTER PITS: ROLLING START PROCEDURE,,,7764
Flag,2023-02-25 11:10:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7764
Flag,2023-02-25 11:14:02+00:00,,RED,,1140,RED FLAG,Track,,7764
Other,2023-02-25 11:15:10+00:00,,,,1140,AIR TEMPERATURE 1 HOUR BEFORE THE SESSION = 28.9 DEGREES,,,7764
Flag,2023-02-25 11:15:59+00:00,,CLEAR,,1140,TRACK CLEAR,Track,,7764
Other,2023-02-25 12:00:15+00:00,,,,1140,RISK OF RAIN FOR THIS SESSION IS 0%,,,7764
Flag,2023-02-25 12:15:00+00:00,,GREEN,,1140,GREEN LIGHT - PIT EXIT OPEN,Track,,7764
SafetyCar,2023-02-25 16:15:25+00:00,,,,1140,VIRTUAL SAFETY CAR DEPLOYED,,,7764
