date,driver_number,lap_number,meeting_key,pit_duration,session_key
2023-11-19 06:06:56.818000+00:00,14,1,1225,29.3,9189
2023-11-19 06:07:14.818000+00:00,77,1,1225,43.9,9189
2023-11-19 06:10:29.283000+00:00,18,3,1225,22.2,9189
2023-11-19 06:10:41.158000+00:00,55,3,1225,21.2,9189
2023-11-19 06:25:48.048000+00:00,22,10,1225,20.6,9189
2023-11-19 06:29:08.123000+00:00,27,12,1225,22.1,9189
2023-11-19 06:32:24.760000+00:00,20,14,1225,21.6,9189
2023-11-19 06:33:50.836000+00:00,63,15,1225,21.2,9189
2023-11-19 06:34:02.508000+00:00,2,15,1225,21.3,9189
2023-11-19 06:35:32.163000+00:00,1,16,1225,26.6,9189
2023-11-19 06:35:38.928000+00:00,23,16,1225,21.2,9189
2023-11-19 06:35:43.334000+00:00,81,16,1225,23.2,9189
2023-11-19 06:37:16.630000+00:00,10,17,1225,22.2,9189
2023-11-19 06:37:36.489000+00:00,3,17,1225,22.2,9189
2023-11-19 06:37:37.520000+00:00,44,17,1225,25.0,9189
2023-11-19 06:42:20.437000+00:00,31,20,1225,21.7,9189
2023-11-19 06:43:41.467000+00:00,16,21,1225,22.5,9189
2023-11-19 06:44:38.372000+00:00,22,21,1225,20.8,9189
2023-11-19 06:49:32.226000+00:00,77,24,1225,21.5,9189
2023-11-19 06:52:14.786000+00:00,11,26,1225,21.5,9189
2023-11-19 06:52:30.348000+00:00,1,26,1225,21.3,9189
2023-11-19 06:52:30.957000+00:00,18,26,1225,22.5,9189
2023-11-19 06:52:33.926000+00:00,63,26,1225,21.9,9189
2023-11-19 06:52:36.863000+00:00,55,26,1225,22.6,9189
2023-11-19 06:52:41.519000+00:00,14,26,1225,23.2,9189
2023-11-19 06:52:49.676000+00:00,24,26,1225,22.1,9189
2023-11-19 06:53:01.316000+00:00,20,26,1225,21.8,9189
2023-11-19 06:53:08.363000+00:00,27,26,1225,25.4,9189
2023-11-19 06:53:12.597000+00:00,44,26,1225,22.5,9189
2023-11-19 07:22:32.753000+00:00,81,43,1225,20.5,9189
2023-11-24 09:34:04.876000+00:00,77,2,1226,61.0,9190
2023-11-24 09:34:24.329000+00:00,10,2,1226,53.5,9190
2023-11-24 09:35:01.047000+00:00,34,3,1226,58.8,9190
2023-11-24 09:37:05.623000+00:00,36,3,1226,125.0,9190
2023-11-24 09:37:09.607000+00:00,63,4,1226,27.5,9190
2023-11-24 09:38:20.043000+00:00,81,2,1226,336.8,9190
2023-11-24 09:40:01.495000+00:00,29,2,1226,433.1,9190
2023-11-24 09:42:23.711000+00:00,55,6,1226,28.6,9190
2023-11-24 09:42:54.086000+00:00,61,2,1226,573.4,9190
2023-11-24 09:43:01.242000+00:00,2,6,1226,27.2,9190
2023-11-24 09:43:33.054000+00:00,63,7,1226,24.2,9190
2023-11-24 09:44:08.787000+00:00,50,8,1226,31.8,9190
2023-11-24 09:44:18.990000+00:00,10,7,1226,27.0,9190
2023-11-24 09:44:47.209000+00:00,98,2,1226,691.5,9190
2023-11-24 09:45:34.551000+00:00,20,8,1226,32.1,9190
2023-11-24 09:45:48.786000+00:00,77,3,1226,584.3,9190
2023-11-24 09:46:39.957000+00:00,18,4,1226,707.6,9190
2023-11-24 09:47:27.159000+00:00,81,3,1226,431.3,9190
2023-11-24 09:48:40.408000+00:00,22,9,1226,34.5,9190
2023-11-24 09:48:41.673000+00:00,34,5,1226,589.3,9190
2023-11-24 09:51:30.170000+00:00,61,7,1226,26.5,9190
2023-11-24 09:52:18.029000+00:00,39,5,1226,830.1,9190
2023-11-24 09:52:28.685000+00:00,37,6,1226,826.9,9190
2023-11-24 09:52:58.434000+00:00,81,6,1226,22.2,9190
2023-11-24 09:54:13.042000+00:00,61,8,1226,48.5,9190
2023-11-24 09:55:17.588000+00:00,36,10,1226,350.6,9190
2023-11-24 09:55:22.104000+00:00,45,10,1226,519.4,9190
2023-11-24 09:55:27.307000+00:00,2,9,1226,437.7,9190
2023-11-24 09:55:33.182000+00:00,55,9,1226,446.4,9190
2023-11-24 09:56:07.493000+00:00,20,9,1226,529.6,9190
2023-11-24 09:56:25.024000+00:00,50,9,1226,630.0,9190
2023-11-24 09:57:46.773000+00:00,63,10,1226,524.3,9190
2023-11-24 09:57:58.366000+00:00,42,11,1226,545.3,9190
2023-11-24 10:00:48.895000+00:00,3,12,1226,419.9,9190
2023-11-24 10:01:34.785000+00:00,2,12,1226,26.5,9190
2023-11-24 10:02:12.143000+00:00,22,12,1226,493.0,9190
2023-11-24 10:02:15.690000+00:00,29,9,1226,619.0,9190
2023-11-24 10:02:48.205000+00:00,10,12,1226,567.4,9190
2023-11-24 10:03:41.251000+00:00,61,13,1226,29.0,9190
2023-11-24 10:04:13.797000+00:00,63,13,1226,24.5,9190
2023-11-24 10:06:13.186000+00:00,45,16,1226,29.8,9190
2023-11-24 10:06:59.466000+00:00,18,11,1226,464.2,9190
2023-11-24 10:07:03.654000+00:00,98,10,1226,511.7,9190
2023-11-24 10:07:26.185000+00:00,37,13,1226,30.8,9190
2023-11-24 10:07:38.716000+00:00,81,11,1226,360.6,9190
2023-11-24 10:08:43.105000+00:00,10,15,1226,16.1,9190
2023-11-24 10:08:51.417000+00:00,77,12,1226,419.5,9190
2023-11-24 10:09:00.324000+00:00,22,15,1226,29.6,9190
2023-11-24 10:09:57.854000+00:00,20,15,1226,29.3,9190
2023-11-24 10:11:00.837000+00:00,50,16,1226,46.9,9190
2023-11-24 10:12:48.695000+00:00,36,16,1226,404.2,9190
2023-11-24 10:14:55.208000+00:00,81,14,1226,118.4,9190
2023-11-24 10:15:16.333000+00:00,37,14,1226,354.3,9190
2023-11-24 10:15:46.348000+00:00,3,18,1226,199.0,9190
2023-11-24 10:16:00.926000+00:00,61,14,1226,633.2,9190
2023-11-24 10:16:08.097000+00:00,42,17,1226,413.3,9190
2023-11-24 10:16:32.112000+00:00,34,17,1226,395.5,9190
2023-11-24 10:16:49.409000+00:00,63,16,1226,420.7,9190
2023-11-24 10:16:57.565000+00:00,39,16,1226,352.8,9190
2023-11-24 10:18:05.564000+00:00,45,19,1226,405.9,9190
2023-11-24 10:18:23.485000+00:00,2,18,1226,339.1,9190
2023-11-24 10:18:53.891000+00:00,22,18,1226,266.2,9190
2023-11-24 10:18:56.876000+00:00,55,17,1226,655.1,9190
2023-11-24 10:19:05.579000+00:00,18,14,1226,428.4,9190
2023-11-24 10:19:18.735000+00:00,29,15,1226,352.6,9190
2023-11-24 10:19:31.047000+00:00,10,18,1226,340.6,9190
2023-11-24 10:20:08.937000+00:00,20,18,1226,285.6,9190
2023-11-24 10:20:14.718000+00:00,45,20,1226,26.3,9190
2023-11-24 10:20:18.171000+00:00,81,17,1226,32.8,9190
2023-11-24 10:20:41.936000+00:00,50,17,1226,475.1,9190
2023-11-24 10:22:14.403000+00:00,37,17,1226,27.0,9190
2023-11-24 10:22:50.184000+00:00,34,20,1226,26.7,9190
2023-11-24 10:23:27.715000+00:00,98,16,1226,342.2,9190
2023-11-24 10:26:34.758000+00:00,77,18,1226,394.9,9190
2023-11-24 10:27:34.476000+00:00,42,24,1226,27.2,9190
2023-11-24 10:28:34.397000+00:00,3,24,1226,47.9,9190
2023-11-24 13:06:13.946000+00:00,23,4,1226,24.8,9191
2023-11-24 13:06:48.680000+00:00,1,4,1226,25.2,9191
2023-11-24 13:07:00.305000+00:00,11,4,1226,29.9,9191
2023-11-24 13:07:19.461000+00:00,4,4,1226,25.3,9191
2023-11-24 13:35:12.004000+00:00,23,6,1226,1762.9,9191
2023-11-24 13:35:16.442000+00:00,1,5,1226,1732.9,9191
2023-11-24 13:35:18.817000+00:00,4,5,1226,1704.5,9191
2023-11-24 13:35:21.957000+00:00,11,5,1226,1731.5,9191
2023-11-24 13:44:03.467000+00:00,4,7,1226,2229.2,9191
2023-11-24 13:44:05.717000+00:00,23,8,1226,2296.5,9191
2023-11-24 13:44:36.092000+00:00,1,7,1226,2292.5,9191
2023-11-24 13:44:46.841000+00:00,11,7,1226,2296.4,9191
2023-11-24 13:48:53.339000+00:00,20,9,1226,23.1,9191
2023-11-24 13:49:04.417000+00:00,4,10,1226,25.1,9191
2023-11-24 13:49:15.198000+00:00,14,10,1226,22.7,9191
2023-11-24 13:49:22.026000+00:00,23,11,1226,22.4,9191
2023-11-24 13:49:32.729000+00:00,81,9,1226,24.0,9191
2023-11-24 13:49:50.119000+00:00,22,9,1226,25.9,9191
2023-11-24 13:50:00.619000+00:00,31,10,1226,25.0,9191
2023-11-24 13:51:12.993000+00:00,3,9,1226,21.7,9191
2023-11-24 13:52:00.774000+00:00,44,10,1226,25.2,9191
2023-11-24 13:52:54.180000+00:00,77,10,1226,222.2,9191
2023-11-24 13:53:56.038000+00:00,1,12,1226,22.8,9191
2023-11-24 13:54:02.585000+00:00,10,10,1226,250.9,9191
2023-11-24 13:54:15.991000+00:00,11,12,1226,25.8,9191
2023-11-24 13:57:13.380000+00:00,63,14,1226,22.8,9191
2023-11-25 10:32:59.586000+00:00,18,2,1226,23.2,9192
2023-11-25 10:33:22.851000+00:00,14,2,1226,25.5,9192
2023-11-25 10:38:47.598000+00:00,18,3,1226,234.6,9192
2023-11-25 10:39:00.707000+00:00,14,3,1226,213.3,9192
2023-11-25 10:40:57.315000+00:00,16,4,1226,26.3,9192
2023-11-25 10:43:51.172000+00:00,44,7,1226,25.4,9192
2023-11-25 10:44:19.875000+00:00,55,7,1226,24.1,9192
2023-11-25 10:45:28.390000+00:00,27,6,1226,37.2,9192
2023-11-25 10:47:06.639000+00:00,31,4,1226,286.1,9192
2023-11-25 10:47:18.686000+00:00,10,4,1226,322.9,9192
2023-11-25 10:47:40.717000+00:00,23,2,1226,488.8,9192
2023-11-25 10:48:01.748000+00:00,2,2,1226,572.3,9192
2023-11-25 10:48:36.450000+00:00,63,4,1226,24.2,9192
2023-11-25 10:51:10.933000+00:00,16,7,1226,292.3,9192
2023-11-25 10:52:00.714000+00:00,4,4,1226,438.0,9192
2023-11-25 10:52:31.073000+00:00,1,4,1226,211.6,9192
2023-11-25 10:53:33.728000+00:00,18,9,1226,239.3,9192
2023-11-25 10:53:34.369000+00:00,11,7,1226,399.2,9192
2023-11-25 10:53:44.447000+00:00,55,10,1226,227.3,9192
2023-11-25 10:54:03.509000+00:00,2,5,1226,25.9,9192
2023-11-25 10:54:14.384000+00:00,44,9,1226,387.9,9192
2023-11-25 10:56:11.789000+00:00,31,7,1226,212.0,9192
2023-11-25 10:56:14.258000+00:00,81,4,1226,357.8,9192
2023-11-25 10:56:21.523000+00:00,14,9,1226,359.5,9192
2023-11-25 10:57:24.335000+00:00,4,7,1226,21.9,9192
2023-11-25 10:57:34.116000+00:00,24,7,1226,583.4,9192
2023-11-25 10:59:24.287000+00:00,23,8,1226,23.4,9192
2023-11-25 10:59:45.880000+00:00,10,7,1226,421.8,9192
2023-11-25 11:00:04.896000+00:00,2,8,1226,23.9,9192
2023-11-25 11:02:47.081000+00:00,20,10,1226,31.5,9192
2023-11-25 11:02:54.488000+00:00,3,7,1226,16.1,9192
2023-11-25 11:04:05.237000+00:00,22,7,1226,16.1,9192
2023-11-25 11:07:35.031000+00:00,31,10,1226,354.3,9192
2023-11-25 11:07:47.141000+00:00,10,10,1226,175.5,9192
2023-11-25 11:08:41.281000+00:00,23,9,1226,448.1,9192
2023-11-25 11:08:56.484000+00:00,2,9,1226,427.4,9192
2023-11-25 11:08:57.749000+00:00,14,17,1226,20.5,9192
2023-11-25 11:09:59.217000+00:00,77,7,1226,880.9,9192
2023-11-25 11:10:55.107000+00:00,63,7,1226,1003.7,9192
2023-11-25 11:13:14.731000+00:00,4,8,1226,857.0,9192
2023-11-25 11:13:21.824000+00:00,18,17,1226,455.8,9192
2023-11-25 11:13:29.621000+00:00,81,7,1226,718.9,9192
2023-11-25 11:14:03.058000+00:00,55,23,1226,22.1,9192
2023-11-25 11:14:06.714000+00:00,20,11,1226,587.0,9192
2023-11-25 11:15:38.573000+00:00,14,18,1226,296.7,9192
2023-11-25 11:15:52.276000+00:00,24,14,1226,440.7,9192
2023-11-25 11:16:41.541000+00:00,10,13,1226,193.9,9192
2023-11-25 11:16:58.306000+00:00,27,14,1226,1092.0,9192
2023-11-25 11:17:24.400000+00:00,63,10,1226,23.4,9192
2023-11-25 11:17:58.852000+00:00,31,13,1226,289.0,9192
2023-11-25 11:18:20.461000+00:00,1,13,1226,692.5,9192
2023-11-25 11:18:24.586000+00:00,3,8,1226,833.5,9192
2023-11-25 11:18:31.164000+00:00,44,19,1226,530.7,9192
2023-11-25 11:18:52.414000+00:00,22,8,1226,795.0,9192
2023-11-25 11:19:24.055000+00:00,23,12,1226,321.8,9192
2023-11-25 11:19:30.195000+00:00,16,20,1226,499.2,9192
2023-11-25 11:19:34.054000+00:00,11,15,1226,815.2,9192
2023-11-25 11:21:00.178000+00:00,55,24,1226,325.1,9192
2023-11-25 11:23:08.302000+00:00,27,17,1226,30.1,9192
2023-11-25 11:24:32.239000+00:00,81,13,1226,21.6,9192
2023-11-25 11:25:04.660000+00:00,18,20,1226,383.8,9192
2023-11-25 11:25:38.347000+00:00,44,22,1226,31.0,9192
2023-11-25 11:25:59.191000+00:00,1,15,1226,214.9,9192
2023-11-25 11:26:13.331000+00:00,14,21,1226,326.8,9192
2023-11-25 11:28:35.392000+00:00,77,14,1226,321.2,9192
2023-11-25 11:28:48.329000+00:00,63,12,1226,451.5,9192
2023-11-25 11:28:52.407000+00:00,23,15,1226,246.8,9192
2023-11-25 11:29:02.907000+00:00,10,16,1226,418.9,9192
2023-11-25 11:29:04.923000+00:00,31,16,1226,344.5,9192
2023-11-25 11:29:14.095000+00:00,81,14,1226,186.0,9192
2023-11-25 11:29:36.782000+00:00,4,14,1226,312.3,9192
2023-11-25 11:29:41.094000+00:00,2,15,1226,590.8,9192
2023-11-25 14:11:17.533000+00:00,23,4,1226,128.9,9193
2023-11-25 14:11:23.596000+00:00,2,4,1226,153.2,9193
2023-11-25 14:13:32.062000+00:00,27,4,1226,243.0,9193
2023-11-25 14:13:33.265000+00:00,44,4,1226,160.2,9193
2023-11-25 14:13:36.796000+00:00,63,4,1226,141.4,9193
2023-11-25 14:13:38.828000+00:00,10,4,1226,180.0,9193
2023-11-25 14:13:42.156000+00:00,18,4,1226,204.8,9193
2023-11-25 14:13:46.109000+00:00,22,4,1226,262.6,9193
2023-11-25 14:13:52.906000+00:00,16,4,1226,222.2,9193
2023-11-25 14:13:57.062000+00:00,14,4,1226,185.9,9193
2023-11-25 14:14:02.452000+00:00,3,4,1226,285.9,9193
2023-11-25 14:14:06.765000+00:00,24,4,1226,252.7,9193
2023-11-25 14:14:10.140000+00:00,77,4,1226,252.4,9193
2023-11-25 14:14:18.546000+00:00,31,4,1226,233.6,9193
2023-11-25 14:14:24.452000+00:00,20,4,1226,294.0,9193
2023-11-25 14:14:30.155000+00:00,81,4,1226,217.3,9193
2023-11-25 14:14:32.295000+00:00,55,4,1226,237.2,9193
2023-11-25 14:14:43.592000+00:00,1,4,1226,342.7,9193
2023-11-25 14:14:56.045000+00:00,11,4,1226,312.8,9193
2023-11-25 14:15:08.764000+00:00,4,4,1226,321.4,9193
2023-11-25 14:26:07.393000+00:00,23,7,1226,592.4,9193
2023-11-25 14:26:29.799000+00:00,44,7,1226,455.8,9193
2023-11-25 14:26:36.048000+00:00,63,7,1226,449.7,9193
2023-11-25 14:26:38.767000+00:00,18,7,1226,443.7,9193
2023-11-25 14:26:43.392000+00:00,1,7,1226,362.9,9193
2023-11-25 14:26:47.298000+00:00,22,7,1226,441.1,9193
2023-11-25 14:26:51.658000+00:00,3,7,1226,417.0,9193
2023-11-25 14:26:58.751000+00:00,31,7,1226,410.6,9193
2023-11-25 14:27:06.907000+00:00,10,7,1226,477.1,9193
2023-11-25 14:27:10.360000+00:00,14,7,1226,437.8,9193
2023-11-25 14:27:16.720000+00:00,27,7,1226,529.6,9193
2023-11-25 14:27:24.219000+00:00,16,7,1226,466.2,9193
2023-11-25 14:27:42.375000+00:00,11,7,1226,412.3,9193
2023-11-25 14:27:49.563000+00:00,81,7,1226,442.9,9193
2023-11-25 14:27:59.266000+00:00,4,6,1226,512.3,9193
2023-11-25 14:33:24.151000+00:00,23,10,1226,133.9,9193
2023-11-25 14:35:24.445000+00:00,27,10,1226,151.4,9193
2023-11-25 14:35:27.977000+00:00,3,10,1226,194.6,9193
2023-11-25 14:35:32.773000+00:00,16,10,1226,149.8,9193
2023-11-25 14:35:35.055000+00:00,10,10,1226,172.7,9193
2023-11-25 14:35:36.445000+00:00,22,10,1226,210.0,9193
2023-11-25 14:35:39.164000+00:00,18,10,1226,222.9,9193
2023-11-25 14:35:43.086000+00:00,31,10,1226,194.5,9193
2023-11-25 14:35:49.414000+00:00,14,10,1226,179.0,9193
2023-11-25 14:35:58.945000+00:00,44,10,1226,265.6,9193
2023-11-25 14:36:05.242000+00:00,63,10,1226,259.8,9193
2023-11-25 14:36:17.069000+00:00,11,10,1226,179.7,9193
2023-11-25 14:36:30.397000+00:00,81,10,1226,181.3,9193
2023-11-25 14:37:02.006000+00:00,4,9,1226,206.9,9193
2023-11-25 14:48:03.713000+00:00,1,10,1226,961.4,9193
2023-11-25 14:48:07.713000+00:00,27,13,1226,452.7,9193
2023-11-25 14:48:09.713000+00:00,22,13,1226,413.2,9193
2023-11-25 14:48:15.572000+00:00,4,11,1226,423.0,9193
2023-11-25 14:48:21.822000+00:00,14,13,1226,391.4,9193
2023-11-25 14:48:32.041000+00:00,11,12,1226,461.6,9193
2023-11-25 14:48:38.385000+00:00,81,12,1226,472.2,9193
2023-11-25 14:48:42.853000+00:00,16,13,1226,468.0,9193
2023-11-25 14:49:18.196000+00:00,10,13,1226,486.8,9193
2023-11-25 14:49:37.587000+00:00,63,13,1226,449.7,9193
2023-11-25 14:55:56.142000+00:00,4,14,1226,146.9,9193
2023-11-25 14:55:58.971000+00:00,81,15,1226,115.3,9193
2023-11-25 14:56:01.924000+00:00,14,16,1226,138.6,9193
2023-11-25 14:56:04.205000+00:00,16,16,1226,104.9,9193
2023-11-25 14:56:08.423000+00:00,1,13,1226,189.3,9193
2023-11-25 14:56:16.923000+00:00,22,16,1226,176.5,9193
2023-11-25 14:56:32.392000+00:00,27,16,1226,200.9,9193
2023-11-25 14:56:42.064000+00:00,11,15,1226,170.6,9193
2023-11-25 14:57:33.375000+00:00,63,16,1226,172.0,9193
2023-11-25 14:57:39.922000+00:00,10,16,1226,185.3,9193
2023-11-26 13:11:39.528000+00:00,20,5,1226,22.7,9197
2023-11-26 13:14:37.589000+00:00,3,7,1226,21.6,9197
2023-11-26 13:22:07.037000+00:00,14,12,1226,22.4,9197
2023-11-26 13:23:35.848000+00:00,81,13,1226,21.6,9197
2023-11-26 13:23:47.614000+00:00,27,13,1226,21.8,9197
2023-11-26 13:23:51.395000+00:00,24,13,1226,22.8,9197
2023-11-26 13:25:04.660000+00:00,63,14,1226,21.6,9197
2023-11-26 13:25:05.129000+00:00,4,14,1226,24.0,9197
2023-11-26 13:26:44.159000+00:00,44,15,1226,22.1,9197
2023-11-26 13:26:45.128000+00:00,31,15,1226,22.1,9197
2023-11-26 13:26:58.221000+00:00,2,15,1226,22.1,9197
2023-11-26 13:27:58.955000+00:00,1,16,1226,21.6,9197
2023-11-26 13:28:27.548000+00:00,23,16,1226,22.1,9197
2023-11-26 13:29:31.907000+00:00,16,17,1226,21.9,9197
2023-11-26 13:29:43.610000+00:00,11,17,1226,21.4,9197
2023-11-26 13:29:49.782000+00:00,10,17,1226,23.0,9197
2023-11-26 13:37:16.167000+00:00,22,22,1226,21.4,9197
2023-11-26 13:37:21.792000+00:00,18,22,1226,21.8,9197
2023-11-26 13:37:53.370000+00:00,20,22,1226,22.1,9197
2023-11-26 13:38:58.291000+00:00,55,23,1226,21.2,9197
2023-11-26 13:48:24.863000+00:00,77,29,1226,22.6,9197
2023-11-26 13:51:14.017000+00:00,3,31,1226,21.7,9197
2023-11-26 13:52:50.297000+00:00,10,32,1226,23.4,9197
2023-11-26 13:53:53.484000+00:00,4,33,1226,21.4,9197
2023-11-26 13:54:27.577000+00:00,27,33,1226,22.0,9197
2023-11-26 13:55:20.374000+00:00,63,34,1226,22.0,9197
2023-11-26 13:56:47.498000+00:00,16,35,1226,21.2,9197
2023-11-26 13:57:05.138000+00:00,44,35,1226,22.0,9197
2023-11-26 13:58:30.168000+00:00,81,36,1226,21.1,9197
2023-11-26 13:58:33.621000+00:00,14,36,1226,21.8,9197
2023-11-26 14:00:35.448000+00:00,24,37,1226,22.3,9197
2023-11-26 14:06:42.506000+00:00,2,41,1226,21.8,9197
2023-11-26 14:07:17.818000+00:00,11,42,1226,21.2,9197
2023-11-26 14:07:42.678000+00:00,18,42,1226,21.6,9197
2023-11-26 14:08:30.771000+00:00,1,43,1226,21.2,9197
2023-11-26 14:09:32.067000+00:00,23,43,1226,21.9,9197
2023-11-26 14:28:46.679000+00:00,55,56,1226,21.5,9197
2024-02-29 11:30:04.020000+00:00,27,1,1229,,9465
2024-02-29 11:30:05.729000+00:00,77,1,1229,,9465
2024-02-29 11:30:15.104000+00:00,31,1,1229,,9465
2024-02-29 11:30:17.318000+00:00,20,1,1229,,9465
2024-02-29 11:30:24.627000+00:00,81,1,1229,,9465
2024-02-29 11:30:29.085000+00:00,4,1,1229,,9465
2024-02-29 11:30:30.590000+00:00,24,1,1229,,9465
2024-02-29 11:30:36.687000+00:00,10,1,1229,,9465
2024-02-29 11:30:51.399000+00:00,23,1,1229,,9465
2024-02-29 11:30:58.421000+00:00,11,1,1229,,9465
2024-02-29 11:31:06.133000+00:00,44,1,1229,,9465
2024-02-29 11:31:08.105000+00:00,55,1,1229,,9465
2024-02-29 11:31:20.884000+00:00,16,1,1229,,9465
2024-02-29 11:31:24.612000+00:00,22,1,1229,,9465
2024-02-29 11:31:53.930000+00:00,3,1,1229,,9465
2024-02-29 11:32:28.772000+00:00,14,1,1229,,9465
2024-02-29 11:33:33.376000+00:00,63,1,1229,,9465
2024-02-29 11:34:15.107000+00:00,18,1,1229,,9465
2024-02-29 11:36:31.933000+00:00,1,1,1229,,9465
2024-02-29 11:37:35.631000+00:00,11,4,1229,29.8,9465
2024-02-29 11:37:57.349000+00:00,14,2,1229,224.9,9465
2024-02-29 11:39:16.614000+00:00,2,1,1229,,9465
2024-02-29 11:39:22.845000+00:00,27,6,1229,51.7,9465
2024-02-29 11:39:40.349000+00:00,44,5,1229,29.5,9465
2024-02-29 11:41:21.214000+00:00,77,2,1229,550.7,9465
2024-02-29 11:41:32.383000+00:00,23,2,1229,529.3,9465
2024-02-29 11:41:41.244000+00:00,55,6,1229,30.5,9465
2024-02-29 11:42:25.103000+00:00,20,8,1229,21.3,9465
2024-02-29 11:42:35.042000+00:00,24,2,1229,582.5,9465
2024-02-29 11:43:03.426000+00:00,1,4,1229,26.3,9465
2024-02-29 11:43:47.374000+00:00,16,7,1229,31.7,9465
2024-02-29 11:45:01.784000+00:00,10,8,1229,39.4,9465
2024-02-29 11:45:28.808000+00:00,31,8,1229,48.3,9465
2024-02-29 11:50:03.151000+00:00,55,10,1229,27.7,9465
2024-02-29 11:53:55.530000+00:00,81,7,1229,688.3,9465
2024-02-29 11:54:46.639000+00:00,77,9,1229,33.0,9465
2024-02-29 11:55:02.319000+00:00,4,8,1229,621.2,9465
2024-02-29 11:57:57.056000+00:00,10,9,1229,676.1,9465
2024-02-29 11:59:07.299000+00:00,4,10,1229,27.6,9465
2024-02-29 11:59:12.885000+00:00,18,8,1229,666.9,9465
2024-02-29 11:59:53.233000+00:00,27,11,1229,722.1,9465
2024-02-29 11:59:59.566000+00:00,11,10,1229,616.0,9465
2024-02-29 12:00:19.867000+00:00,1,7,1229,714.5,9465
2024-02-29 12:01:03.751000+00:00,63,10,1229,560.8,9465
2024-02-29 12:01:17.655000+00:00,44,8,1229,948.9,9465
2024-02-29 12:01:21.088000+00:00,22,10,1229,727.1,9465
2024-02-29 12:02:20.753000+00:00,55,12,1229,527.0,9465
2024-02-29 12:02:25.768000+00:00,14,8,1229,781.0,9465
2024-02-29 12:02:27.209000+00:00,3,11,1229,649.8,9465
2024-02-29 12:02:33.218000+00:00,16,10,1229,776.3,9465
2024-02-29 12:03:02.775000+00:00,77,10,1229,382.9,9465
2024-02-29 12:04:07.031000+00:00,31,9,1229,994.2,9465
2024-02-29 12:05:39.378000+00:00,20,9,1229,1263.7,9465
2024-02-29 12:06:18.537000+00:00,11,13,1229,29.2,9465
2024-02-29 12:08:43.376000+00:00,3,14,1229,22.8,9465
2024-02-29 12:09:14.919000+00:00,23,10,1229,774.3,9465
2024-02-29 12:11:31.960000+00:00,81,12,1229,441.8,9465
2024-02-29 12:11:45.324000+00:00,24,8,1229,1042.1,9465
2024-02-29 12:13:01.469000+00:00,44,11,1229,381.6,9465
2024-02-29 12:13:13.669000+00:00,2,9,1229,1196.0,9465
2024-02-29 12:15:50.101000+00:00,4,15,1229,412.8,9465
2024-02-29 12:17:05.852000+00:00,14,12,1229,401.9,9465
2024-02-29 12:17:24.693000+00:00,18,12,1229,614.8,9465
2024-02-29 12:18:01.178000+00:00,63,16,1229,346.4,9465
2024-02-29 12:18:18.571000+00:00,24,11,1229,25.0,9465
2024-02-29 12:18:21.377000+00:00,22,16,1229,281.8,9465
2024-02-29 12:18:43.829000+00:00,55,18,1229,263.5,9465
2024-02-29 12:18:57.840000+00:00,1,13,1229,399.2,9465
2024-02-29 12:19:04.332000+00:00,10,16,1229,465.5,9465
2024-02-29 12:19:24.344000+00:00,16,16,1229,302.4,9465
2024-02-29 12:19:42.655000+00:00,11,16,1229,443.5,9465
2024-02-29 12:19:47.626000+00:00,3,15,1229,542.9,9465
2024-02-29 12:21:43.185000+00:00,31,15,1229,325.7,9465
2024-02-29 12:23:58.903000+00:00,77,16,1229,538.5,9465
2024-02-29 12:28:12.218000+00:00,2,17,1229,35.1,9465
2024-02-29 12:28:31.288000+00:00,44,20,1229,27.0,9465
2024-02-29 12:28:44.213000+00:00,27,25,1229,336.6,9465
2024-02-29 12:29:47.811000+00:00,24,14,1229,354.8,9465
2024-02-29 15:00:02.140000+00:00,24,1,1229,,9466
2024-02-29 15:00:07.232000+00:00,27,1,1229,,9466
2024-02-29 15:00:20.549000+00:00,81,1,1229,,9466
2024-02-29 15:00:25.264000+00:00,23,1,1229,,9466
2024-02-29 15:00:29.562000+00:00,31,1,1229,,9466
2024-02-29 15:00:34.179000+00:00,20,1,1229,,9466
2024-02-29 15:00:51.841000+00:00,4,1,1229,,9466
2024-02-29 15:00:55.536000+00:00,10,1,1229,,9466
2024-02-29 15:01:06.299000+00:00,22,1,1229,,9466
2024-02-29 15:01:09.056000+00:00,55,1,1229,,9466
2024-02-29 15:01:17.066000+00:00,11,1,1229,,9466
2024-02-29 15:01:27.159000+00:00,16,1,1229,,9466
2024-02-29 15:01:29.358000+00:00,2,1,1229,,9466
2024-02-29 15:01:39.047000+00:00,3,1,1229,,9466
2024-02-29 15:01:57.891000+00:00,44,1,1229,,9466
2024-02-29 15:03:53.182000+00:00,14,1,1229,,9466
2024-02-29 15:03:58.653000+00:00,18,1,1229,,9466
2024-02-29 15:04:45.266000+00:00,63,1,1229,,9466
2024-02-29 15:07:27.767000+00:00,11,4,1229,31.1,9466
2024-02-29 15:07:31.034000+00:00,55,4,1229,32.0,9466
2024-02-29 15:07:43.984000+00:00,16,4,1229,24.9,9466
2024-02-29 15:08:04.360000+00:00,1,1,1229,,9466
2024-02-29 15:08:09.881000+00:00,44,4,1229,28.5,9466
2024-02-29 15:14:52.720000+00:00,23,4,1229,543.5,9466
2024-02-29 15:15:03.061000+00:00,2,6,1229,275.9,9466
2024-02-29 15:16:30.433000+00:00,77,5,1229,454.0,9466
